Titre,Texte,Etoiles,text,label,language,clean_text
super rapport qualité prix,super rapport qualité prix ! je recommande,5,super rapport qualité prix super rapport qualité prix ! je recommande,1,fr,super rapport qualité prix super rapport qualité prix recommande
Les produits sont sympas mais taillent mal,Les produits sont très beaux en photo sur le site mais les tailles ne correspondent vraiment pas quand on les reçoit. C'est en général beaucoup trop grand ou mal taillé malheureusement et les couleurs peuvent également varier à la réception du produit...,2,Les produits sont sympas mais taillent mal Les produits sont très beaux en photo sur le site mais les tailles ne correspondent vraiment pas quand on les reçoit. C'est en général beaucoup trop grand ou mal taillé malheureusement et les couleurs peuvent également varier à la réception du produit...,0,fr,produits sympas taillent mal produits très beaux photo site tailles correspondent vraiment quand reçoit cest général beaucoup trop grand mal taillé malheureusement couleurs peuvent également varier réception produit
Délais de livraison OK,"Délais de livraison OK, emballage correct, produits conforme aux descriptions",5,"Délais de livraison OK Délais de livraison OK, emballage correct, produits conforme aux descriptions",1,fr,délais livraison ok délais livraison ok emballage correct produits conforme descriptions
Matière du tissus très déçu,Matière du tissus très déçu,2,Matière du tissus très déçu Matière du tissus très déçu,0,fr,matière tissus très déçu matière tissus très déçu
Je suis satisfaite de tout ce que j’ai…,Je suis satisfaite de tout ce que j’ai commandé.merci,5,Je suis satisfaite de tout ce que j’ai… Je suis satisfaite de tout ce que j’ai commandé.merci,1,fr,satisfaite tout ’ ai… satisfaite tout ’ commandémerci
Produits en général conformes aux…,"Produits en général conformes aux images ,qualité correcte large choix,livraison dans des délais de 10 jours maximum les livraisons en points relay sont idéales",5,"Produits en général conformes aux… Produits en général conformes aux images ,qualité correcte large choix,livraison dans des délais de 10 jours maximum les livraisons en points relay sont idéales",1,fr,produits général conformes aux… produits général conformes images qualité correcte large choixlivraison délais 10 jours maximum livraisons points relay idéales
Sac élégant,Déçue de mes articles commandés et en plus tout a augmenté,1,Sac élégant Déçue de mes articles commandés et en plus tout a augmenté,0,fr,sac élégant déçue articles commandés plus tout augmenté
Super rapport qualité prix,Super rapport qualité prix. Énormément de choses pour le prix. Aucun de magasins en France ne m'aurait offert autant de choix et de possibilités d'articles. Ravie de ma commande.,5,Super rapport qualité prix Super rapport qualité prix. Énormément de choses pour le prix. Aucun de magasins en France ne m'aurait offert autant de choix et de possibilités d'articles. Ravie de ma commande.,1,fr,super rapport qualité prix super rapport qualité prix énormément choses prix aucun magasins france maurait offert autant choix possibilités darticles ravie commande
Je n’est juste pas reçus mon colis.,Je n’est juste pas reçus mon colis.,1,Je n’est juste pas reçus mon colis. Je n’est juste pas reçus mon colis.,0,fr,’ juste reçus colis ’ juste reçus colis
Livraison rapide,Date de l'expérience: 03 mai 2025,5,Livraison rapide Date de l'expérience: 03 mai 2025,1,fr,livraison rapide date lexpérience 03 mai 2025
Très bonne livraison dans les délais,Très bonne livraison dans les délais ! Dommage qu’un emballage soit troué à un endroit,5,Très bonne livraison dans les délais Très bonne livraison dans les délais ! Dommage qu’un emballage soit troué à un endroit,1,fr,très bonne livraison délais très bonne livraison délais dommage ’ emballage troué endroit
Articles impeccables,"Articles impeccables, livraison rapide, rien à dire!",5,"Articles impeccables Articles impeccables, livraison rapide, rien à dire!",1,fr,articles impeccables articles impeccables livraison rapide rien dire
Commande Parfaite,Date de l'expérience: 29 avril 2025,5,Commande Parfaite Date de l'expérience: 29 avril 2025,1,fr,commande parfaite date lexpérience 29 avril 2025
Livraison rapide et satisfait des articles,Livraison rapide et satisfait des articles je recommande,5,Livraison rapide et satisfait des articles Livraison rapide et satisfait des articles je recommande,1,fr,livraison rapide satisfait articles livraison rapide satisfait articles recommande
Très satisfaite des habits de shein,"Très satisfaite des habits de shein, bonne qualité, très contente.
Livraison rapide 1 semaine a 10 jours",5,"Très satisfaite des habits de shein Très satisfaite des habits de shein, bonne qualité, très contente.
Livraison rapide 1 semaine a 10 jours",1,fr,très satisfaite habits shein très satisfaite habits shein bonne qualité très contente livraison rapide 1 semaine 10 jours
J' adore ce site,J' adore ce site. De beaux articles. De bonne qualité et livraison sérieux. Les renvois sont faits rapidement.,4,J' adore ce site J' adore ce site. De beaux articles. De bonne qualité et livraison sérieux. Les renvois sont faits rapidement.,1,fr,adore site adore site beaux articles bonne qualité livraison sérieux renvois faits rapidement
livraison rapide,"livraison rapide, produits dans l'ensemble biens",4,"livraison rapide livraison rapide, produits dans l'ensemble biens",1,fr,livraison rapide livraison rapide produits lensemble biens
Informations mensongères.,"J'ai effectué une commande en date du 4 Avril avec une indication de livraison entre 20 et 35 jours après, soit du 24 Avril au 7 Mai. Or on m'indique une livraison à partir du 2 Mai jusqu'au 23 Mai, ce qui fait déjà un décalage de 7 jours avec ce qui m'a été indiqué lors de ma commande. On peut clairement appeler ça un mensonge.
De plus, la dernière notification de suivi date de 20 jours m'indiquant une arrivée du colis aux frontières de l'UE, qui ne se trouvent qu'au maximum 3 ou 4 jours de ma région française par voie terrestre.
Il s'agit donc là de méthodes malhonnêtes, mensongères qui ne respectent en rien le client, alors que le montant de la commande a été débité de mon compte depuis plus de 30 jours!
Il s'agit de services tout à fait détestables,voir illégaux car truffés de mensonges. Et lorsqu'une contestation est envoyée, c'est un robot qui répond toujours la même rengaine, c'est INSUPPORTABLE !!",1,"Informations mensongères. J'ai effectué une commande en date du 4 Avril avec une indication de livraison entre 20 et 35 jours après, soit du 24 Avril au 7 Mai. Or on m'indique une livraison à partir du 2 Mai jusqu'au 23 Mai, ce qui fait déjà un décalage de 7 jours avec ce qui m'a été indiqué lors de ma commande. On peut clairement appeler ça un mensonge.
De plus, la dernière notification de suivi date de 20 jours m'indiquant une arrivée du colis aux frontières de l'UE, qui ne se trouvent qu'au maximum 3 ou 4 jours de ma région française par voie terrestre.
Il s'agit donc là de méthodes malhonnêtes, mensongères qui ne respectent en rien le client, alors que le montant de la commande a été débité de mon compte depuis plus de 30 jours!
Il s'agit de services tout à fait détestables,voir illégaux car truffés de mensonges. Et lorsqu'une contestation est envoyée, c'est un robot qui répond toujours la même rengaine, c'est INSUPPORTABLE !!",0,fr,informations mensongères jai effectué commande date 4 avril indication livraison entre 20 35 jours après 24 avril 7 mai or mindique livraison partir 2 mai jusquau 23 mai fait déjà décalage 7 jours indiqué lors commande peut clairement appeler ça mensonge plus dernière notification suivi date 20 jours mindiquant arrivée colis frontières lue trouvent quau maximum 3 4 jours région française voie terrestre sagit donc là méthodes malhonnêtes mensongères respectent rien client alors montant commande débité compte depuis plus 30 jours sagit services tout fait détestablesvoir illégaux car truffés mensonges lorsquune contestation envoyée cest robot répond toujours rengaine cest insupportable
Super j’adore ce site merci shein,Super j’adore ce site merci shein,5,Super j’adore ce site merci shein Super j’adore ce site merci shein,1,fr,super ’ adore site merci shein super ’ adore site merci shein
Commande parfaite,Taille bien,5,Commande parfaite Taille bien,1,fr,commande parfaite taille bien
Très jolie ceinture pour homme,"Très jolie ceinture pour homme, couleur, camel, comme sur le descriptif,arrivé dans les temps.
Petit bémol, la livraison devrait se faire à domicile par DHL, sans me contacter livraison à 4 km, DHL, pas sérieux",5,"Très jolie ceinture pour homme Très jolie ceinture pour homme, couleur, camel, comme sur le descriptif,arrivé dans les temps.
Petit bémol, la livraison devrait se faire à domicile par DHL, sans me contacter livraison à 4 km, DHL, pas sérieux",1,fr,très jolie ceinture homme très jolie ceinture homme couleur camel comme descriptifarrivé temps petit bémol livraison devrait faire domicile dhl sans contacter livraison 4 km dhl sérieux
Qualité,"Un grand choix, un excellent rapport qualité/prix, la rapidité de la livraison.",5,"Qualité Un grand choix, un excellent rapport qualité/prix, la rapidité de la livraison.",1,fr,qualité grand choix excellent rapport qualitéprix rapidité livraison
Mon colis est arrivé rapidement et la…,Mon colis est arrivé rapidement et la livraison a été excellente.,5,Mon colis est arrivé rapidement et la… Mon colis est arrivé rapidement et la livraison a été excellente.,1,fr,colis arrivé rapidement la… colis arrivé rapidement livraison excellente
